lead_time_days,supplier_reliability,distance_km,season_q,order_value,item_category,carrier,weekend_flag,delayed
18.942728,0.7600256,4418.925,0.0,4633.1934,0.0,0.0,1.0,1
2.1627553,0.5645245,1565.3103,1.0,4278.227,1.0,0.0,0.0,0
14.390089,0.9346039,3156.2834,2.0,3899.7283,0.0,1.0,1.0,0
16.145275,0.6795064,4620.402,0.0,642.60016,1.0,1.0,0.0,0
7.2154655,0.7162892,899.8942,0.0,706.95593,2.0,1.0,0.0,0
5.049086,0.6028335,4013.6064,3.0,3419.1604,4.0,1.0,1.0,1
6.465755,0.7766991,3176.0078,0.0,545.2774,3.0,1.0,0.0,0
10.980091,0.85102755,4074.0864,0.0,575.4449,3.0,0.0,0.0,0
3.8074944,0.94058263,894.93207,2.0,2007.3945,2.0,2.0,1.0,0
28.472275,0.5258038,2198.728,1.0,36.835667,1.0,1.0,0.0,0
12.744828,0.98666596,687.74426,3.0,3610.2021,1.0,0.0,1.0,0
24.46012,0.85190886,4802.4062,3.0,2705.6328,0.0,2.0,1.0,1
29.258097,0.6421493,360.32404,3.0,400.08902,3.0,1.0,0.0,1
3.3413231,0.6022374,374.14282,1.0,2722.478,3.0,2.0,0.0,0
19.898415,0.64804393,4495.873,3.0,279.8985,2.0,1.0,0.0,0
26.270863,0.9378629,1538.7726,1.0,362.77356,2.0,1.0,1.0,0
19.3928,0.6456951,3005.2493,0.0,2432.4763,1.0,2.0,1.0,0
13.441757,0.73141056,1473.0039,3.0,2504.118,4.0,2.0,1.0,0
13.501214,0.85286903,3261.354,2.0,1701.5839,4.0,2.0,1.0,1
2.0410676,0.9359949,1002.7234,0.0,3112.6396,2.0,1.0,1.0,0
16.503422,0.82928556,2321.4038,3.0,1942.9185,3.0,1.0,1.0,1
29.812746,0.8765546,2690.7864,0.0,2938.9333,1.0,1.0,1.0,0
28.802519,0.5866634,1701.5323,2.0,1755.4269,0.0,1.0,0.0,1
2.1715777,0.9387039,1295.918,1.0,3577.685,1.0,1.0,1.0,0
21.468113,0.6378596,744.023,0.0,2900.6377,4.0,0.0,1.0,0
9.751182,0.5641891,3545.4146,3.0,808.6173,2.0,2.0,0.0,0
27.186686,0.98812217,882.99945,2.0,3434.4817,4.0,0.0,0.0,0
2.3083277,0.60081995,1496.0256,3.0,3921.8403,1.0,0.0,1.0,0
28.140348,0.568326,1717.6984,2.0,338.7116,2.0,0.0,1.0,1
25.286797,0.81301045,2299.1157,3.0,3053.7034,0.0,0.0,0.0,0
4.407627,0.6594316,3527.715,3.0,3954.244,3.0,1.0,0.0,0
2.7349057,0.5666746,2168.3284,3.0,582.118,1.0,2.0,0.0,0
25.206522,0.80056053,4361.9136,2.0,4509.2456,0.0,0.0,0.0,1
5.5169725,0.87949264,3414.939,0.0,2079.846,1.0,2.0,1.0,0
16.512047,0.8965992,4200.5093,1.0,3691.8208,3.0,2.0,1.0,0
27.5566,0.5777563,3595.9521,2.0,4496.259,4.0,2.0,1.0,1
17.455996,0.77843356,785.7274,0.0,4948.2896,4.0,1.0,1.0,0
12.519766,0.9068392,4890.74,0.0,2923.7861,1.0,2.0,1.0,0
13.905465,0.5805435,3943.602,1.0,3524.327,2.0,2.0,1.0,0
2.8303978,0.6038411,2884.9727,3.0,1265.9813,2.0,2.0,0.0,1
29.093817,0.5012057,867.8931,1.0,1457.3314,3.0,1.0,0.0,0
10.008971,0.76231706,904.7692,3.0,4255.3394,3.0,0.0,0.0,0
6.4915414,0.5973408,3090.9392,3.0,1997.237,0.0,1.0,1.0,0
9.295372,0.8621213,2110.1758,1.0,4113.9453,0.0,2.0,1.0,1
28.966824,0.98110694,3395.5046,0.0,262.47812,2.0,1.0,0.0,0
3.7342956,0.60437775,1893.5172,3.0,1099.0846,2.0,0.0,0.0,1
26.151789,0.8245485,2588.5835,3.0,858.76953,4.0,1.0,0.0,0
21.527473,0.6059172,980.3923,2.0,2640.0667,4.0,0.0,0.0,1
25.070557,0.5090034,818.24567,3.0,411.84744,0.0,2.0,1.0,0
29.30103,0.8792771,424.4416,0.0,1725.9135,2.0,2.0,0.0,0
25.422485,0.71700233,4107.2144,1.0,4931.3633,2.0,1.0,1.0,1
28.358088,0.97339344,2799.1619,2.0,3973.1436,2.0,0.0,1.0,1
4.6811223,0.76714295,4738.348,0.0,3805.351,0.0,0.0,1.0,0
24.077868,0.57874143,3759.957,3.0,684.22235,4.0,0.0,1.0,1
16.824594,0.7248872,3855.3777,2.0,1829.1499,0.0,1.0,0.0,0
16.761372,0.6014459,2569.8394,1.0,3406.134,4.0,0.0,1.0,1
27.068726,0.9390146,4086.497,0.0,117.909935,4.0,2.0,1.0,0
29.18231,0.8454516,4713.214,0.0,2175.5427,4.0,2.0,1.0,1
21.440311,0.6706194,3622.6143,2.0,4643.663,0.0,1.0,0.0,1
15.005214,0.7639102,572.6653,3.0,420.87564,2.0,2.0,0.0,0
14.235712,0.8347401,3272.5483,0.0,4532.234,0.0,1.0,1.0,0
12.203902,0.8914289,646.1444,1.0,980.6629,3.0,0.0,0.0,0
11.486372,0.54007363,432.25098,2.0,953.645,4.0,2.0,1.0,0
12.353699,0.51125944,3479.857,1.0,985.22546,2.0,1.0,0.0,1
3.6028438,0.55722636,4182.188,2.0,4656.968,0.0,2.0,0.0,0
3.2456465,0.69749814,836.2654,2.0,3022.6875,1.0,2.0,0.0,0
23.616226,0.7333533,417.0356,3.0,3756.4368,0.0,2.0,0.0,0
13.936114,0.5682308,4438.288,2.0,1838.3739,2.0,1.0,1.0,0
27.989851,0.7055766,704.4362,2.0,4367.522,1.0,1.0,1.0,1
18.75441,0.72081137,223.67616,1.0,2913.8662,4.0,0.0,0.0,0
2.0201035,0.554545,3619.2192,0.0,3003.1763,1.0,0.0,1.0,0
5.5681767,0.95833,4246.192,0.0,3764.082,1.0,0.0,1.0,1
6.968774,0.79957294,2596.643,0.0,3870.4768,1.0,0.0,0.0,0
29.296345,0.69426775,2722.63,3.0,3412.4993,4.0,1.0,0.0,0
7.3424225,0.7534536,1717.4596,0.0,603.3606,1.0,2.0,0.0,0
15.956915,0.65709877,1230.3928,1.0,4334.966,4.0,0.0,0.0,0
28.149132,0.9271655,3788.3987,2.0,1311.8866,3.0,1.0,0.0,0
29.338589,0.78750753,4253.958,2.0,4981.009,1.0,2.0,1.0,0
7.8544526,0.7474479,1640.1615,0.0,1933.6846,2.0,1.0,0.0,0
2.4244118,0.9554427,1405.4049,3.0,608.7865,0.0,0.0,1.0,0
5.454453,0.91898984,1375.569,1.0,1587.2716,4.0,1.0,1.0,0
2.836526,0.9064009,300.44733,0.0,2871.9358,4.0,2.0,0.0,0
6.658603,0.6128046,1441.3214,0.0,1963.3168,1.0,2.0,0.0,0
17.488522,0.57656157,176.97205,3.0,4145.1216,0.0,2.0,1.0,0
27.461016,0.84504825,3952.6177,3.0,3414.2095,2.0,1.0,1.0,1
16.579348,0.7343211,1316.8378,3.0,1075.1183,3.0,1.0,1.0,1
19.153698,0.84185636,3466.268,1.0,2698.878,3.0,2.0,1.0,0
6.8541503,0.88031363,2738.7825,3.0,3939.7847,0.0,2.0,0.0,0
24.216925,0.64765674,4195.445,1.0,4457.2563,0.0,0.0,0.0,1
18.915878,0.6423252,4803.8745,0.0,1980.7722,1.0,0.0,0.0,0
26.059969,0.7454158,1868.0935,3.0,4623.079,3.0,1.0,1.0,0
28.51645,0.63677466,487.28705,1.0,189.48761,1.0,0.0,1.0,0
11.089123,0.8336476,3760.7466,2.0,3386.6892,4.0,1.0,1.0,0
3.6267927,0.8733652,155.44652,2.0,3912.1038,1.0,1.0,0.0,0
7.55194,0.7360195,1153.6685,0.0,2131.4556,4.0,2.0,1.0,0
13.697406,0.8618999,313.59082,3.0,64.762634,4.0,2.0,0.0,0
28.425116,0.7552188,4495.8345,0.0,3438.3054,3.0,0.0,1.0,1
11.970984,0.85643584,76.22056,3.0,1719.3956,0.0,2.0,0.0,0
23.352423,0.6124841,2489.0737,1.0,767.54663,0.0,2.0,1.0,1
16.673824,0.86942154,2148.7957,1.0,793.9728,0.0,1.0,1.0,1
6.3014545,0.857562,3281.0862,1.0,3848.1287,3.0,0.0,1.0,0
10.30129,0.63330287,1484.2333,2.0,945.07324,3.0,2.0,1.0,0
19.942564,0.7779855,4374.792,0.0,2425.6504,4.0,0.0,0.0,0
20.512749,0.9276558,3685.0115,0.0,4852.2427,4.0,0.0,0.0,0
13.608032,0.62476134,2189.8574,2.0,3796.5054,1.0,1.0,0.0,0
7.6307225,0.8679899,1822.23,2.0,2740.4963,1.0,0.0,1.0,0
21.935297,0.97698337,4088.6467,3.0,2646.094,3.0,1.0,1.0,0
5.8973184,0.93312097,3797.4485,3.0,844.9639,3.0,0.0,1.0,0
28.163422,0.70076007,2025.0503,3.0,2237.6536,1.0,0.0,0.0,1
6.449204,0.8036039,1739.7908,3.0,733.04926,0.0,2.0,0.0,0
4.1120586,0.9958851,242.49554,3.0,427.07477,0.0,0.0,0.0,0
15.431784,0.7842187,454.45087,1.0,554.5948,4.0,1.0,1.0,0
16.066938,0.5575138,316.89636,3.0,3036.9897,1.0,2.0,1.0,1
15.737595,0.5227154,170.85666,3.0,975.8294,3.0,1.0,1.0,1
13.663357,0.8951573,806.71826,2.0,755.23413,4.0,0.0,1.0,0
29.849632,0.71181417,4292.852,0.0,4336.9834,4.0,2.0,1.0,0
15.102138,0.62340647,4000.8887,0.0,618.84467,2.0,2.0,0.0,0
14.860451,0.673836,4235.5903,1.0,3531.1191,3.0,0.0,1.0,0
13.2312155,0.8786864,3137.8118,2.0,2090.8313,0.0,2.0,1.0,0
2.9379468,0.7326237,3139.1123,2.0,2899.608,4.0,0.0,0.0,0
18.195742,0.93424976,663.46216,3.0,126.54352,4.0,2.0,1.0,0
7.6110654,0.8674628,3509.8784,2.0,10.096005,1.0,0.0,0.0,0
19.49066,0.9870071,1436.1307,2.0,4088.0703,1.0,0.0,1.0,0
2.4741704,0.9442519,2620.304,3.0,2382.4514,3.0,0.0,0.0,0
29.460226,0.6272736,4775.877,3.0,365.82162,2.0,2.0,0.0,1
14.601148,0.82952964,4359.5464,2.0,1723.846,3.0,1.0,1.0,1
27.005905,0.5102715,1204.3079,2.0,2536.7087,0.0,1.0,0.0,0
14.791274,0.9955534,3696.4207,0.0,686.1124,1.0,0.0,0.0,0
2.7495937,0.63050306,565.2492,2.0,2736.2263,3.0,0.0,1.0,0
24.844193,0.8323975,182.3753,0.0,2648.466,4.0,2.0,1.0,0
19.797329,0.9245768,189.46266,1.0,3018.1475,0.0,2.0,1.0,0
23.670954,0.5802323,892.7201,2.0,4053.2063,3.0,2.0,1.0,1
13.416926,0.92393965,3489.9946,0.0,2069.7664,0.0,0.0,1.0,0
19.500166,0.5061228,1848.3641,2.0,4443.9146,4.0,2.0,0.0,0
25.83064,0.7209886,128.91507,1.0,2378.622,1.0,1.0,0.0,0
19.300898,0.73601884,4940.712,2.0,2291.1733,1.0,0.0,1.0,0
11.082536,0.68704534,2690.2231,1.0,3281.8716,3.0,0.0,1.0,1
20.213358,0.7931924,1999.707,1.0,3091.431,4.0,1.0,0.0,0
20.483772,0.9574212,2618.307,1.0,67.06034,2.0,1.0,0.0,0
28.857021,0.6634946,2623.856,0.0,4912.3286,1.0,0.0,0.0,0
11.756457,0.78962994,2377.6711,0.0,4714.041,4.0,1.0,1.0,0
13.327372,0.93873125,3084.0972,3.0,1413.6168,4.0,0.0,1.0,0
24.551565,0.8864977,4433.8516,0.0,2797.3308,2.0,2.0,0.0,1
15.667108,0.5203666,1543.4828,1.0,3854.721,0.0,1.0,0.0,0
22.36062,0.9713954,2460.4946,0.0,4603.1343,4.0,1.0,1.0,0
14.331574,0.5233235,68.03778,2.0,2933.674,3.0,1.0,0.0,0
7.249359,0.79437923,4306.0806,2.0,104.51126,2.0,2.0,1.0,0
22.610912,0.7876768,1564.2242,1.0,3406.583,0.0,2.0,1.0,0
4.8034997,0.8931951,1392.9197,3.0,474.45956,4.0,1.0,1.0,0
6.7589264,0.57422155,4987.809,1.0,3359.177,3.0,2.0,1.0,1
19.177925,0.5896852,2942.745,2.0,2941.2637,1.0,1.0,1.0,1
22.670824,0.87605345,659.0641,1.0,3206.9414,1.0,0.0,1.0,0
26.94595,0.5747524,1364.3486,2.0,954.39594,1.0,1.0,1.0,1
8.905008,0.73472255,1798.4716,0.0,2473.1133,4.0,2.0,0.0,0
4.2110033,0.86582404,4930.997,1.0,3093.6045,2.0,2.0,1.0,0
28.725353,0.82562095,2181.5774,2.0,1508.4617,4.0,0.0,0.0,0
5.4782696,0.6053021,1189.1632,3.0,916.30005,3.0,2.0,0.0,0
6.7323427,0.6519801,2870.1682,1.0,1121.1769,1.0,2.0,0.0,0
9.448554,0.9844875,2053.5603,1.0,4291.5034,2.0,0.0,0.0,0
16.352348,0.7243353,322.05392,1.0,2328.0723,4.0,1.0,0.0,0
26.601942,0.5222287,4311.5522,1.0,3308.756,2.0,2.0,0.0,0
23.055834,0.6097925,127.65326,3.0,2579.2954,3.0,0.0,1.0,0
21.53657,0.67121756,4497.494,2.0,4172.295,0.0,2.0,0.0,0
6.0802364,0.9997447,3969.7007,1.0,2547.3894,2.0,1.0,0.0,0
11.372796,0.6513458,425.3249,1.0,475.6933,2.0,0.0,0.0,0
14.873743,0.5131979,3631.8748,2.0,997.9436,1.0,0.0,1.0,0
5.2753525,0.7564608,3866.1614,2.0,76.19442,4.0,1.0,1.0,1
8.9294615,0.5418027,3031.42,1.0,4159.306,1.0,2.0,0.0,0
9.941663,0.6370338,2909.4705,3.0,3319.7314,4.0,2.0,0.0,0
4.6910095,0.99619156,295.95078,1.0,3798.4175,0.0,0.0,1.0,0
16.956951,0.85231924,344.50705,1.0,3577.951,2.0,2.0,1.0,0
21.445818,0.5253333,3650.0789,0.0,4124.154,2.0,2.0,0.0,0
3.0280173,0.72434336,572.5476,1.0,4934.978,1.0,0.0,1.0,1
14.95257,0.58581877,1247.1283,3.0,3270.822,2.0,0.0,0.0,1
23.684124,0.56147236,2519.2412,3.0,1268.8053,4.0,0.0,0.0,0
22.691713,0.7935327,862.61017,1.0,515.93634,2.0,2.0,0.0,0
24.63712,0.75282794,3959.7058,0.0,2952.842,2.0,1.0,0.0,1
13.998979,0.8714333,4046.5212,2.0,3856.0776,4.0,0.0,1.0,1
24.796156,0.9461531,4218.609,2.0,2812.243,4.0,2.0,0.0,0
7.981839,0.6233409,295.36218,3.0,1524.7383,0.0,2.0,1.0,0
11.463507,0.961496,2167.9722,2.0,3601.4768,3.0,2.0,0.0,0
6.1143117,0.7589959,4242.2427,0.0,2245.3828,4.0,2.0,1.0,0
14.557052,0.6294175,1847.936,3.0,1440.0796,4.0,2.0,0.0,1
12.3697405,0.9228929,3494.3108,2.0,4207.0117,4.0,0.0,0.0,0
7.9868865,0.517765,2966.7673,3.0,2886.8286,0.0,0.0,1.0,1
22.801641,0.7797547,1768.6826,0.0,1424.4055,3.0,0.0,1.0,0
10.101557,0.86081076,1418.2039,1.0,1649.7356,4.0,1.0,1.0,0
8.911325,0.63998884,3281.0784,1.0,2862.609,2.0,1.0,1.0,0
4.7958198,0.93174595,711.43945,1.0,2120.3887,0.0,1.0,0.0,0
13.725829,0.6201423,4307.6064,3.0,810.9904,0.0,2.0,0.0,1
9.7859745,0.91993713,2903.395,0.0,3056.2449,1.0,2.0,1.0,0
11.708913,0.5392725,601.9423,0.0,3448.6592,4.0,2.0,1.0,0
7.8439207,0.5799638,3532.462,0.0,10.542893,0.0,1.0,1.0,0
23.13151,0.6904923,2184.007,3.0,2688.9778,3.0,0.0,1.0,0
27.970097,0.92702776,1060.203,0.0,2890.036,0.0,1.0,0.0,0
15.440023,0.5722927,4807.293,2.0,1666.9996,4.0,2.0,1.0,1
19.646954,0.9377191,3612.2566,0.0,1700.269,0.0,2.0,0.0,0
26.147997,0.6148658,2985.3184,1.0,1595.1178,1.0,2.0,1.0,1
29.966059,0.7262542,4251.8926,2.0,2232.187,0.0,1.0,1.0,1
18.791979,0.6763672,2742.1555,0.0,4061.58,2.0,2.0,0.0,0
26.803604,0.55906314,2235.2795,0.0,2350.4402,3.0,1.0,0.0,0
27.34964,0.97215486,987.76196,2.0,4968.307,2.0,0.0,0.0,0
23.952093,0.71908915,809.2826,0.0,1887.0317,2.0,2.0,0.0,0
14.36701,0.8451656,2188.248,1.0,3499.3186,3.0,0.0,0.0,0
3.353466,0.78763384,2307.0742,2.0,2749.3386,2.0,1.0,1.0,1
1.4583611,0.75085795,3679.897,0.0,3813.8203,3.0,2.0,0.0,0
14.838819,0.8082888,2238.3208,0.0,4442.939,1.0,0.0,1.0,1
15.335121,0.9491711,2986.138,1.0,2563.2996,0.0,2.0,0.0,0
12.813509,0.84965616,4170.967,2.0,2477.4512,0.0,2.0,1.0,0
17.476852,0.76624006,4967.007,0.0,4714.168,0.0,1.0,0.0,1
17.012718,0.822593,1646.5004,1.0,4668.9614,0.0,2.0,1.0,0
25.261778,0.80319715,4514.675,3.0,4985.0137,0.0,2.0,1.0,1
4.151056,0.7165606,4039.952,1.0,790.8148,0.0,2.0,1.0,1
7.5301523,0.812382,386.63312,1.0,27.80793,0.0,0.0,1.0,0
23.997145,0.7217849,1704.0867,2.0,2192.1785,3.0,2.0,0.0,0
25.587269,0.8788072,1134.2627,1.0,3669.3674,1.0,2.0,1.0,1
29.849903,0.98445624,3338.7021,1.0,373.55148,2.0,0.0,0.0,0
26.31445,0.97993267,2798.7307,3.0,1874.2721,0.0,1.0,1.0,1
26.807072,0.9103679,2499.5127,0.0,2911.483,4.0,2.0,1.0,1
10.116091,0.8008794,3829.6406,2.0,1070.6117,1.0,2.0,0.0,0
12.648188,0.874666,1699.878,1.0,3658.3987,2.0,2.0,0.0,0
8.774468,0.5890241,1944.6239,3.0,1155.393,3.0,2.0,0.0,0
18.582682,0.7395092,4334.888,2.0,4204.953,4.0,0.0,1.0,1
28.225355,0.6286524,4862.432,3.0,1747.8839,3.0,1.0,1.0,1
10.994586,0.5017475,3892.9688,0.0,2997.2559,2.0,0.0,0.0,0
17.153051,0.9833688,1124.5013,0.0,2725.3286,1.0,0.0,1.0,0
9.5926895,0.9319243,607.62555,3.0,1489.2692,1.0,0.0,0.0,0
5.924199,0.7568493,1085.5654,1.0,2200.9673,0.0,2.0,0.0,0
6.6603804,0.62707615,2142.6687,3.0,4231.406,1.0,1.0,1.0,0
2.680415,0.8464876,1221.6503,2.0,2746.238,3.0,2.0,1.0,0
28.529512,0.71740055,4510.154,1.0,287.37894,1.0,1.0,1.0,1
12.683509,0.90167475,3370.0784,0.0,3568.0312,1.0,1.0,0.0,0
25.189507,0.9997591,2112.8098,0.0,920.438,0.0,1.0,1.0,1
20.758554,0.6745413,1405.368,2.0,2435.4531,1.0,2.0,1.0,0
6.565714,0.6222015,1934.272,0.0,2348.009,0.0,0.0,0.0,0
6.088405,0.63369125,2406.4504,0.0,2437.5698,2.0,0.0,1.0,0
24.547657,0.5466731,3583.4207,0.0,164.75989,1.0,2.0,0.0,1
8.67664,0.6970231,492.24072,3.0,1369.2188,4.0,1.0,0.0,0
27.48527,0.50871253,4251.723,2.0,263.17,2.0,2.0,1.0,1
5.061607,0.55719775,681.4222,2.0,2080.634,1.0,2.0,1.0,1
20.65355,0.63584787,1349.1279,2.0,3110.4702,2.0,0.0,0.0,0
24.619743,0.5799314,4968.27,2.0,3273.8298,4.0,2.0,0.0,1
7.8224354,0.86607957,991.5327,1.0,332.09454,0.0,0.0,1.0,0
9.010014,0.5528024,550.6538,1.0,603.25665,1.0,2.0,0.0,0
28.971048,0.93299705,3210.1062,2.0,3310.919,2.0,0.0,0.0,1
8.67333,0.61055726,1995.9889,3.0,2660.6265,0.0,2.0,0.0,1
13.468755,0.5542953,504.5854,3.0,4168.726,2.0,2.0,1.0,0
13.542953,0.50505334,68.52502,2.0,1033.6594,0.0,1.0,1.0,0
8.338008,0.8576025,441.8498,3.0,610.508,4.0,0.0,1.0,0
23.497942,0.62830836,2637.541,3.0,1816.5005,3.0,0.0,1.0,0
23.38363,0.7547493,1192.92,2.0,3188.965,0.0,1.0,0.0,0
11.971223,0.555808,3898.883,3.0,2434.9766,2.0,2.0,1.0,1
25.218647,0.99264795,4294.668,0.0,501.9804,1.0,2.0,1.0,1
7.179173,0.56269234,766.92346,0.0,365.74753,2.0,1.0,1.0,0
1.1248674,0.70596296,1718.2484,1.0,3391.6912,2.0,0.0,1.0,1
17.563854,0.92582476,775.54193,0.0,1491.8713,4.0,1.0,0.0,0
29.828255,0.6224435,1469.1289,1.0,3350.7175,0.0,2.0,0.0,1
2.120685,0.6334859,1234.0619,0.0,1481.6252,2.0,1.0,1.0,0
7.0319443,0.9042498,3944.9812,3.0,1580.8231,4.0,2.0,0.0,1
16.048525,0.6366698,1760.1244,2.0,1056.9755,0.0,0.0,0.0,1
24.488281,0.50143564,2503.0457,0.0,4918.7476,1.0,1.0,0.0,1
3.5822182,0.71395683,3385.7808,2.0,90.19075,3.0,0.0,1.0,0
12.461805,0.5062676,4120.1704,2.0,644.9896,0.0,1.0,1.0,0
22.665197,0.95489615,1540.985,1.0,4183.088,1.0,1.0,0.0,0
11.774753,0.82090664,1085.6423,3.0,699.42706,4.0,0.0,1.0,0
6.4762564,0.7915071,4893.344,3.0,1410.6775,2.0,2.0,1.0,0
6.6693788,0.60079473,1634.7303,3.0,1321.297,0.0,2.0,1.0,1
12.891415,0.8499731,3371.787,0.0,3487.958,4.0,1.0,1.0,0
14.903095,0.83862734,3405.3132,1.0,2061.8938,2.0,1.0,0.0,0
25.992619,0.5302318,2594.4458,3.0,4204.533,2.0,0.0,0.0,1
19.62532,0.94042325,1180.8148,1.0,3739.6616,4.0,0.0,1.0,1
21.021656,0.7897067,750.21423,1.0,2660.1956,1.0,1.0,1.0,0
29.506628,0.89623344,2460.73,1.0,1252.8182,1.0,1.0,0.0,0
12.9434595,0.63145703,2579.1013,1.0,3964.17,2.0,2.0,1.0,0
12.697278,0.5610239,3878.1655,2.0,4331.293,1.0,2.0,1.0,1
27.777061,0.8512248,3563.6755,0.0,4183.05,0.0,0.0,0.0,0
8.130392,0.89694136,4564.6045,3.0,268.0517,0.0,0.0,0.0,0
22.164642,0.69301677,4855.76,2.0,3492.8137,1.0,1.0,0.0,0
22.882622,0.5118461,3652.864,0.0,3522.6538,0.0,1.0,0.0,1
3.835852,0.909127,428.73068,3.0,4715.947,2.0,2.0,1.0,0
14.578711,0.60304695,2055.3357,2.0,1324.7571,4.0,0.0,0.0,0
6.816312,0.66951597,3063.5718,1.0,3933.8706,1.0,1.0,0.0,1
6.375883,0.8141155,2971.4656,1.0,3448.5916,0.0,1.0,1.0,0
14.451015,0.54997736,948.1467,2.0,4394.8477,0.0,1.0,0.0,1
9.393461,0.53599787,2935.5764,0.0,3469.6072,0.0,0.0,1.0,1
24.085752,0.5128519,1780.9185,2.0,4263.748,2.0,2.0,1.0,0
27.320541,0.9583199,1727.6879,2.0,1804.281,2.0,1.0,0.0,0
24.278898,0.6556914,4178.3345,1.0,796.54584,2.0,0.0,1.0,0
8.714895,0.8303294,2138.569,1.0,1823.1267,3.0,1.0,0.0,0
8.949898,0.99461764,2660.6099,2.0,4077.108,1.0,0.0,0.0,0
8.387122,0.8347254,2836.2207,2.0,666.9334,3.0,1.0,0.0,0
4.916105,0.7625474,2836.834,1.0,3193.3464,4.0,0.0,1.0,1
28.370153,0.76045996,1104.9515,3.0,4937.905,0.0,0.0,1.0,0
12.659386,0.68845856,3017.2942,3.0,4476.124,0.0,2.0,1.0,1
7.5159945,0.7998898,1706.3868,1.0,3359.2048,1.0,1.0,0.0,1
25.553461,0.9793957,3292.3503,2.0,3965.2253,0.0,2.0,1.0,0
12.576664,0.894022,771.2031,3.0,591.2175,4.0,1.0,1.0,1
2.0183876,0.7121133,4970.872,0.0,2499.1804,4.0,2.0,1.0,1
5.6963058,0.6662224,3871.6143,2.0,2664.243,2.0,0.0,0.0,1
19.53826,0.9417658,2115.3945,3.0,3915.6519,0.0,2.0,0.0,0
23.704252,0.5678929,1541.6917,0.0,1420.1407,4.0,1.0,0.0,1
7.1170974,0.92479265,1969.6201,1.0,541.3616,4.0,2.0,0.0,0
27.604471,0.6275384,3619.981,3.0,3493.5881,2.0,0.0,1.0,1
25.678917,0.8578146,3294.2686,3.0,2468.0447,3.0,0.0,1.0,1
25.603043,0.90311027,3525.358,3.0,4213.0474,3.0,1.0,1.0,1
7.6021733,0.7384983,4450.546,2.0,2412.6335,2.0,0.0,1.0,0
2.4655437,0.596142,2308.6614,0.0,4232.891,1.0,0.0,0.0,0
26.155283,0.92238384,3364.1296,0.0,2544.0967,1.0,2.0,1.0,0
9.868207,0.68375415,2235.4644,3.0,3915.6655,1.0,2.0,1.0,0
18.948576,0.66034013,3208.5854,2.0,3606.5186,1.0,2.0,1.0,1
23.03904,0.7550081,2400.377,0.0,1337.7518,3.0,1.0,1.0,1
4.7205043,0.7175431,3894.4849,0.0,1553.8976,4.0,1.0,0.0,0
23.644312,0.8415261,76.03761,0.0,4496.986,0.0,2.0,1.0,0
28.216833,0.5685989,1117.7693,3.0,1162.7256,0.0,1.0,1.0,1
22.122873,0.71784484,1517.3662,3.0,3490.5278,2.0,2.0,1.0,1
13.79546,0.9458509,4729.7026,3.0,734.1495,3.0,1.0,0.0,0
26.423666,0.51803136,2559.8787,0.0,3778.2402,2.0,0.0,1.0,1
16.29627,0.72866917,1853.5417,2.0,1124.2163,4.0,1.0,1.0,0
22.598356,0.830266,2051.345,3.0,2974.3862,3.0,2.0,1.0,0
24.794672,0.9438555,2286.5203,2.0,2825.575,3.0,1.0,1.0,1
22.731234,0.7968931,4345.7603,3.0,1025.5361,2.0,2.0,1.0,1
9.347792,0.9122421,4813.5625,2.0,2462.1025,0.0,2.0,1.0,1
4.4174733,0.6113455,4228.6147,0.0,4397.4478,0.0,0.0,0.0,1
7.9118176,0.6764047,4216.201,1.0,3405.8416,3.0,2.0,0.0,0
15.583373,0.9710661,1035.1248,1.0,4963.345,1.0,2.0,0.0,0
15.65303,0.94298756,1379.9564,0.0,3924.9258,3.0,0.0,1.0,0
17.896687,0.7789765,3000.4434,2.0,3220.8425,1.0,1.0,0.0,0
12.457953,0.73774415,3297.8801,3.0,2820.3784,0.0,2.0,0.0,0
23.81985,0.7255337,1053.3916,0.0,4687.769,3.0,0.0,1.0,1
27.481459,0.5293948,3744.0952,1.0,2639.797,4.0,0.0,0.0,0
8.155026,0.94618857,1039.8196,2.0,2019.3372,2.0,0.0,0.0,0
22.359173,0.9090748,1351.9027,1.0,4174.123,0.0,0.0,0.0,1
20.661184,0.7281256,1568.638,0.0,4701.82,2.0,0.0,1.0,0
16.169624,0.63971996,4237.6577,0.0,2399.7954,4.0,2.0,0.0,0
6.4673767,0.67146033,3673.8152,0.0,694.82025,1.0,2.0,1.0,1
24.061735,0.5615803,2676.8928,3.0,3045.7803,0.0,2.0,0.0,0
28.858162,0.86089486,4107.759,1.0,3707.0024,3.0,1.0,1.0,1
21.933254,0.7783349,4073.9949,3.0,1874.4441,1.0,2.0,0.0,1
27.617939,0.6170517,1979.6738,2.0,3741.9155,0.0,0.0,1.0,1
29.541372,0.8115028,3918.1145,1.0,2659.9463,3.0,0.0,0.0,0
11.20947,0.9896151,1070.9017,3.0,1513.7671,1.0,0.0,0.0,0
19.508484,0.5611976,2540.983,1.0,3151.311,0.0,0.0,0.0,1
14.744049,0.7292425,635.2966,0.0,1950.8484,0.0,2.0,0.0,0
29.612234,0.74707943,2162.6328,3.0,3936.2593,0.0,2.0,0.0,1
3.7204268,0.5833986,2625.8105,2.0,25.369339,0.0,2.0,0.0,0
12.958873,0.7657901,445.5959,1.0,4092.7087,0.0,2.0,1.0,0
